GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
rms-coverage/rms-platform,com.mamezou.rms.platform.jwt.filter,JwtSupplyResponseFilter,11,60,2,4,4,17,2,4,0,3
rms-coverage/rms-platform,com.mamezou.rms.platform.jwt.filter,JwtSecurityContext,7,21,0,0,2,7,2,3,2,3
rms-coverage/rms-platform,com.mamezou.rms.platform.config.helidon,HelidonMpConfigFactory,6,69,1,11,1,19,1,9,0,4
rms-coverage/rms-platform,com.mamezou.rms.platform.env,MainJarInfo.FindJarMatcher,0,14,0,0,0,4,0,2,0,2
rms-coverage/rms-platform,com.mamezou.rms.platform.env,MainJarInfo.MainJarInfoBuilder,12,179,0,10,4,41,0,12,0,7
rms-coverage/rms-platform,com.mamezou.rms.platform.env,Environment,4,16,2,2,1,6,3,2,1,2
rms-coverage/rms-platform,com.mamezou.rms.platform.env,MainJarInfo,0,62,0,2,0,19,0,10,0,9
rms-coverage/rms-platform,com.mamezou.rms.platform.provider.mapper,PageNotFoundExceptionMapper.Unhandle404,0,21,0,0,0,4,0,3,0,3
rms-coverage/rms-platform,com.mamezou.rms.platform.provider.mapper,PageNotFoundExceptionMapper,0,36,1,1,0,7,1,3,0,3
rms-coverage/rms-platform,com.mamezou.rms.platform.provider.mapper,UnhandledExceptionMapper,18,7,2,0,5,2,2,2,1,2
rms-coverage/rms-platform,com.mamezou.rms.platform.config,ResourcePathUnderConfigProvider,6,39,0,0,2,9,0,6,0,6
rms-coverage/rms-platform,com.mamezou.rms.platform.config,ExternalPathConfigProvider,0,23,0,4,0,8,0,4,0,2
rms-coverage/rms-platform,com.mamezou.rms.platform.config,MpConfigFactory,0,20,0,0,0,4,0,1,0,1
rms-coverage/rms-platform,com.mamezou.rms.platform.util,ResourceUtils.TargetFileCollector,0,22,0,2,0,7,0,3,0,2
rms-coverage/rms-platform,com.mamezou.rms.platform.util,ResourceUtils,30,206,1,11,10,48,2,18,1,13
rms-coverage/rms-platform,com.mamezou.rms.platform.role,RolesAllowedRequestFilter,0,60,0,4,0,14,0,5,0,3
rms-coverage/rms-platform,com.mamezou.rms.platform.role,RoleSecurityDynamicFeature,0,82,0,10,0,24,0,9,0,4
rms-coverage/rms-platform,com.mamezou.rms.platform.role,DenyAllRequestFilter,0,19,0,0,0,5,0,3,0,3
rms-coverage/rms-platform,com.mamezou.rms.platform.health,MemoryHealthCheck,0,87,0,0,0,23,0,7,0,7
rms-coverage/rms-platform,com.mamezou.rms.platform.health,MemoryHealthCheck.EvaluateHolder,0,28,0,0,0,8,0,4,0,4
rms-coverage/rms-platform,com.mamezou.rms.platform.health,MemoryEvaluateResource,0,21,0,0,0,5,0,3,0,3
rms-coverage/rms-platform,com.mamezou.rms.platform.health,MemoryHealthCheck.MemoryLivenessEvaluator,2,59,2,4,0,7,2,5,0,4
rms-coverage/rms-client-api,com.mamezou.rms.client.api.exception,UnknownClientException,8,0,0,0,4,0,2,0,2,0
rms-coverage/rms-client-api,com.mamezou.rms.client.api.exception,RmsSystemClientException,8,0,0,0,4,0,2,0,2,0
rms-coverage/rms-client-api,com.mamezou.rms.client.api.exception,ValidateClientException.ValidationErrorMessage,6,18,0,0,2,8,2,5,2,5
rms-coverage/rms-client-api,com.mamezou.rms.client.api.exception,ValidateClientException,0,30,0,0,0,7,0,3,0,3
rms-coverage/rms-client-api,com.mamezou.rms.client.api.exception,RentalReservationClientException,0,10,0,0,0,4,0,2,0,2
rms-coverage/rms-client-api,com.mamezou.rms.client.api.exception,BusinessFlowClientException,0,8,0,0,0,4,0,2,0,2
rms-coverage/rms-client-api,com.mamezou.rms.client.api.exception,ValidateClientException.ValidationErrorItem,0,17,0,0,0,7,0,5,0,5
rms-coverage/rms-client-api,com.mamezou.rms.client.api.login,LoggedInEvent,9,0,0,0,2,0,2,0,2,0
rms-coverage/rms-client-api,com.mamezou.rms.client.api.login,JsonWebTokenConsumeEvent,0,9,0,0,0,4,0,2,0,2
rms-coverage/rms-client-api,com.mamezou.rms.client.api.dto,Convertable,0,4,0,0,0,1,0,1,0,1
rms-coverage/rms-client-api,com.mamezou.rms.client.api.dto,RentalItemClientDto,0,52,0,0,0,8,0,11,0,11
rms-coverage/rms-client-api,com.mamezou.rms.client.api.dto,UserAccountClientDto,0,105,0,0,0,13,0,20,0,20
rms-coverage/rms-client-api,com.mamezou.rms.client.api.dto,UserAccountClientDto.ClientUserType,11,34,0,0,5,6,2,2,2,2
rms-coverage/rms-client-api,com.mamezou.rms.client.api.dto,ReservationClientDto,0,112,0,0,0,13,0,21,0,21
rms-coverage/rms-client-api-local,com.mamezou.rms.client.api.adaptor.local.dto,UserAccountDtoConverter,3,72,0,0,1,18,1,2,1,2
rms-coverage/rms-client-api-local,com.mamezou.rms.client.api.adaptor.local.dto,ReservationDtoConverter,17,94,4,4,5,28,5,2,1,2
rms-coverage/rms-client-api-local,com.mamezou.rms.client.api.adaptor.local.dto,RentalItemDtoConverter,3,36,0,0,1,10,1,2,1,2
rms-coverage/rms-client-api-local,com.mamezou.rms.client.api.adaptor.local.dto,DtoConverter,4,0,0,0,1,0,1,0,1,0
rms-coverage/rms-client-api-local,com.mamezou.rms.client.api.adaptor.local,LocalExceptionInterceptor,6,12,0,0,3,6,0,2,0,2
rms-coverage/rms-client-api-local,com.mamezou.rms.client.api.adaptor.local,LocalExceptionHandler,18,11,2,2,4,3,4,1,2,1
rms-coverage/rms-client-api-local,com.mamezou.rms.client.api.adaptor.local,BindLoginUserInterceptor,0,44,1,3,0,12,1,5,0,4
rms-coverage/rms-client-api-local,com.mamezou.rms.client.api.adaptor.local,RentalReservationClientLocalApi,0,117,0,0,0,25,0,12,0,12
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote,RentalReservationClientRemoteApi,0,88,0,0,0,19,0,12,0,12
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote.rest,ClientExceptionMapper.new GenericType() {...},0,6,0,0,0,1,0,1,0,1
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote.rest,ClientExceptionMapper,0,96,0,8,0,22,0,11,0,7
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote.dto,AddRentalItemRequestDto,0,17,0,0,0,6,0,3,0,3
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote.dto,AddReservationRequestDto,0,38,0,0,0,12,0,6,0,6
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote.dto,AddUserAccountRequestDto,0,45,0,0,0,14,0,7,0,7
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote.auth,JwtConsumeEventNotifyDelegator,0,8,0,0,0,3,0,2,0,2
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote.auth,JwtConsumeResponseFilter,0,29,0,2,0,6,0,3,0,2
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote.auth,SecurityConstraintClientException,2,19,1,2,1,7,1,4,0,3
rms-coverage/rms-client-api-remote,com.mamezou.rms.client.api.adaptor.remote.auth,JwtClientHeadersFactory,0,37,0,2,0,10,0,5,0,4
rms-coverage/rms-service,com.mamezou.rms.core.common,LoginUserUtils.new InheritableThreadLocal() {...},2,3,0,0,1,1,1,1,1,1
rms-coverage/rms-service,com.mamezou.rms.core.common,LoginUserUtils,3,16,0,0,1,6,1,4,1,4
rms-coverage/rms-service,com.mamezou.rms.core.common,ServiceLoginUser,3,25,0,0,1,3,1,4,1,4
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.converter,ReservationArrayConverter,0,93,0,0,0,18,0,4,0,4
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.converter,UserAccountArrayConverter,0,90,0,0,0,19,0,4,0,4
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.converter,RentalItemArrayConverter,0,48,0,0,0,11,0,4,0,4
rms-coverage/rms-service,com.mamezou.rms.core.exception,BusinessFlowException.CauseType,0,34,0,0,0,4,0,1,0,1
rms-coverage/rms-service,com.mamezou.rms.core.exception,RentalReservationServiceException,11,4,0,0,4,2,2,1,2,1
rms-coverage/rms-service,com.mamezou.rms.core.exception,RmsSystemException,13,0,0,0,6,0,3,0,3,0
rms-coverage/rms-service,com.mamezou.rms.core.exception,BusinessFlowException,15,10,0,0,6,4,2,2,2,2
rms-coverage/rms-service,com.mamezou.rms.core.persistence.jpa,ReservationJpaRepository,0,107,0,0,0,29,0,10,0,10
rms-coverage/rms-service,com.mamezou.rms.core.persistence.jpa,UserAccountJpaRepository,0,87,0,4,0,26,0,9,0,7
rms-coverage/rms-service,com.mamezou.rms.core.persistence.jpa,RentalItemJpaRepository,0,44,0,0,0,14,0,5,0,5
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file,IoSystemException,9,0,0,0,4,0,2,0,2,0
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file,UserAccountFileRepository,0,107,0,4,0,25,0,10,0,8
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file,ReservationFileRepository,0,109,0,6,0,20,0,13,0,10
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file,RentalItemFileRepository,0,29,0,0,0,7,0,3,0,3
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file,FileRepositoryInitializeProducers,6,89,1,2,1,18,1,7,0,6
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file,AbstractFileRepository,18,151,0,4,6,36,0,17,0,15
rms-coverage/rms-service,com.mamezou.rms.core,RentalReservationApplicationImpl,0,187,0,6,0,46,0,18,0,15
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.io,FileAccessor,6,164,1,3,2,30,1,11,0,10
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.io,PathResolver.FixedDirPathResolver,0,23,0,0,0,6,0,3,0,3
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.io,PathResolver.TempDirPathResolver,6,27,0,0,2,9,0,3,0,3
rms-coverage/rms-service,com.mamezou.rms.core.domain,RentalItem,0,52,0,0,0,8,0,11,0,11
rms-coverage/rms-service,com.mamezou.rms.core.domain,UserAccount,0,116,0,4,0,15,0,23,0,21
rms-coverage/rms-service,com.mamezou.rms.core.domain,Reservation,0,115,0,4,0,25,0,23,0,21
rms-coverage/rms-service,com.mamezou.rms.core.domain,Reservation.DateTimePeriod,0,26,0,0,0,7,0,4,0,4
rms-coverage/rms-service,com.mamezou.rms.core.domain,Transformable,0,4,0,0,0,1,0,1,0,1
rms-coverage/rms-service,com.mamezou.rms.core.domain,UserAccount.UserType,3,34,0,0,1,6,1,2,1,2
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.init,InitFilePreparator,1,134,1,7,1,30,1,10,0,7
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.init,InitFilePreparator.RecursiveCopyCommand.RecursiveCopyCommandFinsher.new SimpleFileVisitor() {...},0,48,0,0,0,5,0,3,0,3
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.init,InitFilePreparator.RecursiveCopyCommand,0,17,0,0,0,5,0,2,0,2
rms-coverage/rms-service,com.mamezou.rms.core.persistence.file.init,InitFilePreparator.RecursiveCopyCommand.RecursiveCopyCommandFinsher,6,27,0,0,2,7,0,2,0,2
rms-coverage/rms-service,com.mamezou.rms.core.service,ReservationService,0,100,0,6,0,24,0,10,0,7
rms-coverage/rms-service,com.mamezou.rms.core.service,UserAccountService,0,65,0,4,0,16,0,9,0,7
rms-coverage/rms-service,com.mamezou.rms.core.service,RentalItemService,0,42,0,2,0,10,0,6,0,5
rms-coverage/rms-service,com.mamezou.rms.core.domain.constraint,BeforeAfterDateTime.BeforeAfterDateTimeValidator,0,17,0,4,0,4,0,4,0,2
rms-coverage/rms-service,com.mamezou.rms.core.persistence,GenericRepository.ApiType,3,0,0,0,1,0,1,0,1,0
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.dto,ReservationResourceDto,2,109,1,1,1,22,1,19,0,19
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.dto,AddReservationDto,0,50,0,0,0,8,0,12,0,12
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.dto,RentalItemResourceDto,2,48,1,1,1,12,1,9,0,9
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.dto,UserAccountResourceDto,2,111,1,1,1,23,1,18,0,18
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.dto,AddRentalItemDto,0,23,0,0,0,5,0,6,0,6
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.dto,LoginDto,0,32,0,0,0,5,0,7,0,7
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.dto,AddUserAccountDto,0,59,0,0,0,9,0,14,0,14
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.mapper,ServerExceptionMappers.BusinessFlowExceptionMapper,8,42,1,3,1,15,1,4,0,2
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.mapper,ValidationErrorInfo.ValidationErrorItem,0,26,0,0,0,5,0,6,0,6
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.mapper,ServerExceptionMapperFeature,0,25,0,0,0,7,0,2,0,2
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.mapper,ValidationErrorInfo,0,18,0,0,0,6,0,4,0,4
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.mapper,GenericErrorInfo,0,26,0,0,0,12,0,6,0,6
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.mapper,ServerExceptionMappers,3,4,0,0,1,1,1,1,1,1
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.mapper,ServerExceptionMappers.RmsSystemExceptionMapper,24,3,0,0,7,1,1,1,1,1
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.mapper,ServerExceptionMappers.ConstraintExceptionMapper,0,48,0,0,0,13,0,3,0,3
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.jwt,UserDtoClaimsFactory,0,12,0,0,0,3,0,3,0,3
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.jwt,LoginUserRequestFilter,0,34,0,2,0,12,0,5,0,4
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.jwt,UserClaimsAdaptor,0,21,0,0,0,6,0,4,0,4
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi.jwt,UserClaimsFactoryProducers,0,7,0,0,0,2,0,2,0,2
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi,ApplicationConfig,0,18,0,0,0,4,0,3,0,3
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi,RentalReservationResource,0,115,0,0,0,33,0,13,0,13
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi,ManagementResource,47,0,2,0,16,0,5,0,4,0
rms-coverage/rms-service-server,com.mamezou.rms.external.webapi,WebApiMain,38,0,0,0,18,0,4,0,4,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui,TransitionMap,27,0,0,0,6,0,4,0,4,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui,EndScreen,7,0,0,0,3,0,2,0,2,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui,ClientConstants,46,0,0,0,14,0,2,0,2,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui,LoginScreen,86,0,6,0,23,0,5,0,2,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui,ScreenController,112,0,0,0,19,0,3,0,3,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui,DtoFormatter.UserAccountFormatter,33,0,0,0,7,0,2,0,2,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui,DtoFormatter.RentalItemFormatter,23,0,0,0,5,0,2,0,2,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui,TransitionMap.Transition,104,0,0,0,11,0,1,0,1,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui,DtoFormatter.ReservationFormatter,44,0,0,0,8,0,2,0,2,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.textio,RmsStringInputReader,155,0,28,0,33,0,27,0,13,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.textio,LocalDateTimeInputReader,66,0,2,0,16,0,8,0,7,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.textio,TextIoUtils,153,0,6,0,39,0,26,0,23,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.textio,LocalDateInputReader,25,0,0,0,7,0,3,0,3,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.textio,RmsIntInputReader,46,0,2,0,11,0,7,0,6,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.textio,RmsStringInputReader.PatternMessage,46,0,0,0,9,0,4,0,4,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console,ConsoleMain,49,0,0,0,19,0,4,0,4,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.member,CancelReservationScreen,92,0,6,0,33,0,7,0,4,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.member,InquiryReservationScreen,111,0,4,0,33,0,7,0,5,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.member,EntryReservationScreen,130,0,4,0,40,0,6,0,4,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.member,MemberMainScreen,20,0,0,0,5,0,2,0,2,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.member,MemberMainScreen.MemberMenuList,81,0,0,0,8,0,4,0,4,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.admin,EntryUserScreen,168,0,4,0,49,0,5,0,3,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.admin,AdminMainScreen,20,0,0,0,5,0,2,0,2,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.admin,EditUserScreen,199,0,4,0,60,0,7,0,5,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.admin,AdminMainScreen.AdminMenuList,81,0,0,0,8,0,4,0,4,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.ui.admin,EntryRentalItemScreen,84,0,4,0,28,0,5,0,3,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.login,LoggedInAuditLog,14,0,0,0,4,0,3,0,3,0
rms-coverage/rms-client-ui-console,com.mamezou.rms.client.console.login,LoginEventReciever,37,0,0,0,12,0,7,0,7,0
